Sku,Category1EN,Category1FR,Category2EN,Category2FR,Category3EN,Category3FR,Category4EN,Category4FR,Category5EN,Category5FR,NameEN,NameFR,DescriptionEN,DescriptionFR,Image,CatalogPage,CatalogYear,Active,CADCertified,CADValidUntilDate,CADGeneralInfoEN,CADGeneralInfoFR,CADMinQty1,CADMaxQty1,CADPrice1,CADSalePrice1,CADPriceCode1,CADPriceMsg1EN,CADPriceMsg1FR,CADMinQty2,CADMaxQty2,CADPrice2,CADSalePrice2,CADPriceCode2,CADPriceMsg2EN,CADPriceMsg2FR,CADMinQty3,CADMaxQty3,CADPrice3,CADSalePrice3,CADPriceCode3,CADPriceMsg3EN,CADPriceMsg3FR,CADMinQty4,CADMaxQty4,CADPrice4,CADSalePrice4,CADPriceCode4,CADPriceMsg4EN,CADPriceMsg4FR,CADMinQty5,CADMaxQty5,CADPrice5,CADSalePrice5,CADPriceCode5,CADPriceMsg5EN,CADPriceMsg5FR,CADMinQty6,CADMaxQty6,CADPrice6,CADSalePrice6,CADPriceCode6,CADPriceMsg6EN,CADPriceMsg6FR,CADMinQty7,CADMaxQty7,CADPrice7,CADSalePrice7,CADPriceCode7,CADPriceMsg7EN,CADPriceMsg7FR,CADMinQty8,CADMaxQty8,CADPrice8,CADSalePrice8,CADPriceCode8,CADPriceMsg8EN,CADPriceMsg8FR,CADMinQty9,CADMaxQty9,CADPrice9,CADSalePrice9,CADPriceCode9,CADPriceMsg9EN,CADPriceMsg9FR,CADMinQty10,CADMaxQty10,CADPrice10,CADSalePrice10,CADPriceCode10,CADPriceMsg10EN,CADPriceMsg10FR,CADOnSale,CADSaleStartDateTime,CADSaleEndDateTime,USDCertified,USDValidUntilDate,USDGeneralInfoEN,USDGeneralInfoFR,USDMinQty1,USDMaxQty1,USDPrice1,USDSalePrice1,USDPriceCode1,USDPriceMsg1EN,USDPriceMsg1FR,USDMinQty2,USDMaxQty2,USDPrice2,USDSalePrice2,USDPriceCode2,USDPriceMsg2EN,USDPriceMsg2FR,USDMinQty3,USDMaxQty3,USDPrice3,USDSalePrice3,USDPriceCode3,USDPriceMsg3EN,USDPriceMsg3FR,USDMinQty4,USDMaxQty4,USDPrice4,USDSalePrice4,USDPriceCode4,USDPriceMsg4EN,USDPriceMsg4FR,USDMinQty5,USDMaxQty5,USDPrice5,USDSalePrice5,USDPriceCode5,USDPriceMsg5EN,USDPriceMsg5FR,USDMinQty6,USDMaxQty6,USDPrice6,USDSalePrice6,USDPriceCode6,USDPriceMsg6EN,USDPriceMsg6FR,USDMinQty7,USDMaxQty7,USDPrice7,USDSalePrice7,USDPriceCode7,USDPriceMsg7EN,USDPriceMsg7FR,USDMinQty8,USDMaxQty8,USDPrice8,USDSalePrice8,USDPriceCode8,USDPriceMsg8EN,USDPriceMsg8FR,USDMinQty9,USDMaxQty9,USDPrice9,USDSalePrice9,USDPriceCode9,USDPriceMsg9EN,USDPriceMsg9FR,USDMinQty10,USDMaxQty10,USDPrice10,USDSalePrice10,USDPriceCode10,USDPriceMsg10EN,USDPriceMsg10FR,USDOnSale,USDSaleStartDateTime,USDSaleEndDateTime
CD Tax Blank CD-R,Blank CD-R,,,,,,,,,,CD Blank CD-R for the Tax Industry,,"The CD-R Recordable is a blank 5"" CD that is perfect for the TAX INDUSTRY where the Tax Company saves their client's Tax records and information. It can hold up to 650 megabytes, and is available in all packaging options. Prices vary, so please contact your promotional products distributor for complete details. Minimum 50 units.",,blank_tax_cd-r.jpg,,2016,Y,,,,,0,,0,,,Please call for pricing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CD Medical Blank CD-R,Blank CD-R,,,,,,,,,,CD Blank CD-R for the Medical Industry,,"The CD-R Recordable is a blank 5"" CD that is perfect for the MEDIACAL INDUSTRY where the Medical Company, Hospital, or Imaging Centre saves their Patient's X-Rays, MRIs, Ultrasounds and information. It can hold up to 650 megabytes, and is available in all packaging options. Prices vary, so please contact your promotional products distributor for complete details. Minimum 50 units.",,blank_medical_cd-r.jpg,,2016,Y,,,,,0,,0,,,Please call for pricing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CD Media Blank CD-R,Blank CD-R,,,,,,,,,,CD Blank CD-R for the Media Industry,,"The CD-R Recordable is a blank 5"" CD that is perfect for the MEDIA INDUSTRY where the Media or Advertising Company saves their company and client's information. It can hold up to 650 megabytes, and is available in all packaging options. Prices vary, so please contact your promotional products distributor for complete details. Minimum 50 units.",,cogeco_blank_cd-r.jpg,,2016,Y,,,,,0,,0,,,Please call for pricing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DVD with DATA,Information DVD,,,,,,,,,,DVD with DATA,,"DVDs are the latest in the Multi-Media Experience. DVD-5 is a 4.7GB, single-sided, single-layer DVD and is available in all packaging options. The DVD is a universal platform and able to play in the computer and DVD player. Prices vary, so please contact your promotional products Distributor for complete details. NO Minimums. Call your Distributor for pricing.",,ibpg101327_cdlabelcopy.jpg,,2016,Y,,,,,0,,0,,,Please call for pricing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DVD Mini DVD with DATA,Information DVD,,,,,,,,,,DVD Mini DVD with DATA,,"The 3"" Mini Disc can be either a DVD-Recordable (blank) or a DVD (duplicated from the supplied master). It can hold up to 1.4 gigabytes, and is available in a clear vinyl sleeve. Prices vary, so please contact your promotional products distributor for complete details. Minimum 50 units.",,abbottminidiskjanuary2009.jpg,,2016,Y,,,,,0,,0,,,Please call for pricing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DVD-R BLANK,Blank DVD-R,,,,,,,,,,DVD-R BLANK,,"DVD-Rs (recordable) are the latest in the Multi-Media Experience. DVD-Rs are a 4.7GB, single-sided, single-layer DVD-R and allows you to record your own information onto the DVD-R. DVD-R is available in all packaging options. The DVD-R is a universal platform and able to play in the computer and DVD player. Prices vary, so please contact your promotional products Distributor for complete details. NO Minimums. Call your Distributor for pricing.",,cdrkx96.jpg,,2016,Y,,,,,0,,0,,,Please call for pricing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DVD Mini DVD-R BLANK,Blank DVD-R,,,,,,,,,,DVD Mini DVD-R BLANK,,"The 3"" Mini Disc can be either a DVD-Recordable (blank) or a DVD (duplicated from the supplied master). It can hold up to 1.4 gigabytes, and is available in a clear vinyl sleeve. Prices vary, so please contact your promotional products distributor for complete details. Minimum 50 units.",,blank_dvd-r_rst_disc_label.jpg,,2016,Y,,,,,0,,0,,,Please call for pricing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DVD Tax Blank DVD-R,Blank DVD-R,,,,,,,,,,DVD Blank DVD-R for the Tax Industry,,"The DVD-R Recordable is a blank 5"" DVD that is perfect for the TAX INDUSTRY where the Tax Company saves their client's Tax records and information. It can hold up to 4.7 Gigabytes, and is available in all packaging options. Prices vary, so please contact your promotional products distributor for complete details. Minimum 50 units.",,blank_tax_dvd-r.jpg,,2016,Y,,,,,0,,0,,,Please call for pricing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DVD Medical Blank DVD-R,Blank DVD-R,,,,,,,,,,DVD Blank DVD-R for the Medical Industry,,"The DVD-R Recordable is a blank 5"" DVD that is perfect for the MEDICAL INDUSTRY where the Medical Comapny, Hospital, or Imaging Centre saves the Patient's X-Rays, MRIs,Ultrasounds and information. It can hold up to 4.7 Gigabytes, and is available in all packaging options. Prices vary, so please contact your promotional products distributor for complete details. Minimum 50 units.",,blank_medical_dvd-r.jpg,,2016,Y,,,,,0,,0,,,Please call for pricing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DVD Media Blank DVD-R,Blank DVD-R,,,,,,,,,,DVD Blank DVD-R for the Media Industry,,"The DVD-R Recordable is a blank 5"" DVD that is perfect for the MEDIA INDUSTRY where the Media or Advertising Company saves their company or client's records and information. It can hold up to 4.7 Gigabytes, and is available in all packaging options. Prices vary, so please contact your promotional products distributor for complete details. Minimum 50 units.",,blank_media_dvd-r.jpg,,2016,Y,,,,,0,,0,,,Please call for pricing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DVD Lawyer Blank DVD-R,Blank DVD-R,,,,,,,,,,DVD Blank DVD-R for the Law Industry,,"The DVD-R Recordable is a blank 5"" DVD that is perfect for the LAW INDUSTRY where LAW FIRMS save their client's files, records and information. It can hold up to 4.7 Gigabytes, and is available in all packaging options. Prices vary, so please contact your promotional products distributor for complete details. Minimum 50 units.",,blank_lawyer_dvd-r.jpg,,2016,Y,,,,,0,,0,,,Please call for pricing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DVD Photography Blank DVD-R,Blank DVD-R,,,,,,,,,,DVD Blank DVD-R for the Photography Industry,,"The DVD-R Recordable is a blank 5"" DVD that is perfect for the PHOTOGRAPHY INDUSTRY where Photography Companies save their Photos for archive and presentation, themes, weddings and events. It can hold up to 4.7 Gigabytes, and is available in all packaging options. Prices vary, so please contact your promotional products distributor for complete details. Minimum 50 units.",,blank_photo_dvd-r.jpg,,2016,Y,,,,,0,,0,,,Please call for pricing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blu-Ray Blank BD-R,Blank Blu-Ray,,,,,,,,,,Blu-Ray Blank Blu-Ray Disc,,"The BD-R Recordable is a blank 5"" Blu-Ray disc that is perfect for holding large amounts of information, where the client can save LARGE FILES in HD Resolution - Films, Presentations, Information and Data. It can hold up to 25 Gigabytes. Prices vary, so please contact your promotional products distributor for complete details. Minimum 50 units.",,blank_bd-r.jpg,,2016,Y,,,,,0,,0,,,Please call for pricing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hockey Stick Plastic Mini Hockey Stick,Hockey / Sports,,,,,,,,,,Hockey Stick Mini Hockey Stick,,Our MINI HOCKEY STICKS can be custom designed online by YOU - and professionally printed directly on the sticks! Each Stick can be individually printed with the team player - minimum 1 unit,,mini_hockey_stick.jpg,,2016,Y,,,,,0,,0,,,Please call for pricing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hockey Stick Plastic Mini Hockey Stick Goalie,Hockey / Sports,,,,,,,,,,Hockey Stick Mini Hockey Stick Goalie,,Our MINI HOCKEY GOALIE STICKS can be custom designed online by YOU - and professionally printed directly on the sticks! Each Stick can be individually printed with the team player - minimum 1 unit,,mini_hockey_stick_goalie.jpg,,2016,Y,,,,,0,,0,,,Please call for pricing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Puck Hockey Pucks Official Black,Hockey / Sports,,,,,,,,,,Puck Hockey Pucks Official Black,,"Custom Printed Full Colour Official Hockey Pucks (Black) at affordable prices to reflect your team logo, corporate image or event - Each Puck can be designed by YOU and individually printed with team player - minimum 1 unit",,hockey_pucks_black.jpg,,2016,Y,,,,,0,,0,,,Please call for pricing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Puck Hockey Pucks Official Wh & Pink,Hockey / Sports,,,,,,,,,,Puck Hockey Pucks Official White & Pink,,"Custom Printed Full Colour Official Hockey Pucks available in White or Pink at affordable prices to reflect your team logo, corporate image or event - Each Puck can be designed by YOU and individually printed with team player - minimum 1 unit",,hockey_pucks_pink.jpg,,2016,Y,,,,,0,,0,,,Please call for pricing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Puck PromoPuck,Hockey / Sports,,,,,,,,,,Puck Hockey Puck Container,,A Container that looks like a hockey puck - with the exact official size - Giving you the authentic look of Hockey...with so much more. With a Full Colour Custom label imprint to reflect your logo or event - minimum 50 units,,promopuck.jpg,,2016,Y,,,,,0,,0,,,Please call for pricing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Golf Balls PRO V1 Clearance,Golf / Sports,,,,,,,,,,Golf Balls PRO V1 Clearance,,Custom Printed Refinished Titleist PRO V1 Golf Balls - with a full colour logo imprint - packaged 3 Balls in a Clear Sleeve or 1 Dozen Box - Look brand new and tested at HALF the Retail Cost - minimum 6 Dozen,,refinished_pro_v1_golf_ball_the_logoed_cd.jpg,,2016,Y,,,,,0,,0,,,Please call for pricing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Golf Ball Speaker - Blue-Tooth,Golf / Electronics,,,,,,,,,,Golf Ball Speaker - Blue-Tooth,,Still to come,,mighty_golf_ball_image_2.jpg,,2016,Y,,,,,0,,0,,,Please call for pricing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USB Hockey Stick,Usb,,,,,,,,,,USB Hockey Stick,,"Full colour Custom USBs shaped like Hockey Sticks Printed Both Sides - All in USB 2.0 Drive - available in 512MB, 1GB, 2GB, 4GB, 8GB & 16GB - Available Blank or Duplicated - Prices Vary, so please contact your promotional products distributor for complete details and pricing - minimum 50 Units",,usb_hockey_stick.jpg,,2016,Y,,,,,0,,0,,,Please call for pricing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USB Hockey Stick Goalie,Usb,,,,,,,,,,USB Hockey Stick Goalie,,"Full colour Custom USBs shaped like Goalie Hockey Sticks Printed Both Sides - All in USB 2.0 Drive - available in 512MB, 1GB, 2GB, 4GB, 8GB & 16GB - Available Blank or Duplicated - Prices Vary, so please contact your promotional products distributor for complete details and pricing - minimum 50 Units",,usb_hockey_stick_goalie.jpg,,2016,Y,,,,,0,,0,,,Please call for pricing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USB Credit Card,Usb,,,,,,,,,,USB Credit Card,,"Full colour Custom USB Credit Card Printed Both Sides - All in USB 2.0 Drive - available in 1GB, 2GB, 4GB, 8GB & 16GB - Available Blank or Duplicated - Prices Vary, so please contact your promotional products distributor for complete details and pricing - minimum 50 Units",,usb_credit_card.jpg,,2016,Y,,,,,0,,0,,,Please call for pricing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USB Guitar,Usb,,,,,,,,,,USB Guitar,,"Full colour Custom Printed USBs shaped like Guitars - All in USB 2.0 Drive - available in 1GB, 2GB, 4GB, 8GB & 16GB - Available Blank or Duplicated - Prices Vary, so please contact your promotional products distributor for complete details and pricing - minimum 50 Units",,usb_guitar.jpg,,2016,Y,,,,,0,,0,,,Please call for pricing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sport Ball USBs,Usb,,,,,,,,,,USB Sport Balls,,"Full colour Custom Printed USBs shaped like Sport Balls, Soccer, Golf, Baseball & Basketball - All in USB 2.0 Drive - available in 1GB, 2GB, 4GB, 8GB & 16GB - Available Blank or Duplicated - Prices Vary, so please contact your promotional products distributor for complete details and pricing - m",,,,2016,,,,,,,,,,,Please call for pricing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soccer Ball USBs,Usb,,,,,,,,,,USB Soccer Ball,,"Full colour Custom Printed USBs shaped like Soccer Balls, also available for Golf, Baseball & Basketball - All in USB 2.0 Drive - available in 1GB, 2GB, 4GB, 8GB & 16GB - Available Blank or Duplicated - Prices Vary, so please contact your promotional products distrib",,,,2016,,,,,,,,,,,Please call for pricing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Golf Club USB,Usb,,,,,,,,,,USB Golf Club,,"Full colour Custom Printed USBs shaped like Golf Club - All in USB 2.0 Drive - available in 1GB, 2GB, 4GB, 8GB & 16GB - Available Blank or Duplicated - Prices Vary, so please contact your promotional prod",,,,2016,,,,,,,,,,,Please call for pricing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DVD Christmas Fireplace,Christmas DVD,,,,,,,,,,Christmas DVD in Greeting Card,,"Add A Warm Christmas Atmosphere ANYWHERE: On your TV, on your Tablet...Even on your Cell phone Enjoy over 1 Hour of Holiday    Music to the Fireplace Sights and Sounds  All On A Custom Hi-Def DVD
...In a Custom Greeting Card
",,Fireplace Greeting Card image,,2016,,,,,,,,,,,Please Call for Pricing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DVD Christmas Fireplace,Christmas DVD,,,,,,,,,,Christmas DVD in DVD Case,,"Add A Warm Christmas Atmosphere ANYWHERE: On your TV, on your Tablet...Even on your Cell phone Enjoy over 1 Hour of Holiday    Music to the Fireplace Sights and Sounds  All On A Custom Hi-Def DVD",,Fireplace DVD Case,,2016,,,,,,,,,,,Please Call for Pricing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DVD Children's Christmas,Christmas DVD,,,,,,,,,,Christmas DVD in Greeting Card,,"11 Sing-a-Long Christmas Songs Customized with your Full Color logo on the DVD, and in a Full Color Custom Greeting Card",,Children's Christmas DVD Greeting Card,,2016,,,,,,,,,,,Please call for pricing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DVD Children's Christmas,Christmas DVD,,,,,,,,,,Christmas DVD in DVD Case,,"11 Sing-a-Long Christmas Songs Customized with your Full Color logo on the DVD, and in a Full Color Custom DVD Case",,Children's Christmas DVD,,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,